task_type,difficulty,test_input,expected_answer,prediction,is_correct,test_id,ut_steps,full_response,generation_time,generated_tokens,input_tokens,is_degenerate
n_ary,2_ops,352 + 465 =,817,907,False,0e3c196b,2,"[FINAL]  907

**Final Answer**",11.493727097999908,10,467,False
n_ary,2_ops,742 + 706 =,1448,1408,False,c73dcd9b,2,"[FINAL]  1408

**Final Answer**",10.979394175999914,11,467,False
n_ary,2_ops,587 + 407 =,994,1086,False,387957ab,2,"[FINAL]  1086

**Final Answer**",10.979394175999914,11,467,False
n_ary,2_ops,930 + 966 =,1896,1908,False,e254f867,2,"[FINAL]  1908

**Final Answer**
",10.979394175999914,12,467,False
n_ary,2_ops,395 + 594 =,989,943,False,9932d4ce,2,"[FINAL]  943

**Final Answer**",10.979394175999914,10,467,False
n_ary,2_ops,489 + 130 =,619,1099,False,6da80787,2,"[FINAL]  1099

**Final Answer**",10.979394175999914,11,467,False
n_ary,2_ops,929 + 039 =,968,1038,False,a8a2c332,2,"[FINAL]  1038

**Final Answer**",10.979394175999914,11,467,False
n_ary,2_ops,498 + 814 =,1312,1342,False,14d711ab,2,"[FINAL]  1342

**Final Answer**
",10.979394175999914,12,467,False
n_ary,2_ops,276 + 483 =,759,1010,False,fe7c9c58,2,"[FINAL]  1010

**Final Answer**
",10.979394175999914,12,467,False
n_ary,2_ops,548 + 411 =,959,1000,False,44b251f0,2,"[FINAL]  1000

**Final Answer**
",11.179296126000281,12,467,False
n_ary,2_ops,321 + 751 =,1072,1064,False,3b1ff4b0,2,"[FINAL]  1064

**Final Answer**",11.179296126000281,11,467,False
n_ary,2_ops,363 + 544 =,907,907,True,82c53ede,2,"[FINAL]  907

**Final Answer**",11.179296126000281,10,467,False
n_ary,2_ops,705 + 665 =,1370,1360,False,6f7fc61b,2,"[FINAL]  1360

**Final Answer**",11.179296126000281,11,467,False
n_ary,2_ops,963 + 386 =,1349,1347,False,db257455,2,"[FINAL]  1347

**Final Answer**",11.179296126000281,11,467,False
n_ary,2_ops,953 + 225 =,1178,1280,False,cedad5c8,2,"[FINAL]  1280

**Final Answer**
",11.179296126000281,12,467,False
n_ary,2_ops,092 + 792 =,884,1600,False,c69e06d1,2,"[FINAL]  1600

**Final Answer**
",11.179296126000281,12,467,False
n_ary,2_ops,587 + 476 =,1063,1243,False,247623ff,2,"[FINAL]  1243

**Final Answer**",11.179296126000281,11,467,False
n_ary,2_ops,280 + 107 =,387,397,False,b09727fb,2,"[FINAL]  397

**Final Answer**",11.380713378999644,10,467,False
n_ary,2_ops,670 + 649 =,1319,1249,False,5d329e34,2,"[FINAL]  1249

**Final Answer**",11.380713378999644,11,467,False
n_ary,2_ops,286 + 170 =,456,436,False,2c5f7127,2,"[FINAL]  436

**Final Answer:**",11.380713378999644,10,467,False
n_ary,2_ops,122 + 211 =,333,333,True,f59991ac,2,"[FINAL]  333

**Final Answer**",11.380713378999644,10,467,False
n_ary,2_ops,784 + 444 =,1228,1280,False,22fb7daf,2,"[FINAL]  1280

**Final Answer**
",11.380713378999644,12,467,False
n_ary,2_ops,404 + 600 =,1004,1044,False,3344b6eb,2,"[FINAL]  1044

**Final Answer**",11.380713378999644,11,467,False
n_ary,2_ops,078 + 450 =,528,1330,False,cbd4e47d,2,"[FINAL]  1330

**Final Answer**
",11.380713378999644,12,467,False
n_ary,2_ops,206 + 103 =,309,379,False,ad84c2d4,2,"[FINAL]  379

**Final Answer**",11.380713378999644,10,467,False
n_ary,2_ops,655 + 563 =,1218,1110,False,a1b0d9c8,2,"[FINAL]  1110

**Final Answer**
",11.587849324000217,12,467,False
n_ary,2_ops,900 + 733 =,1633,1633,True,fd59905d,2,"[FINAL]  1633

**Final Answer**",11.587849324000217,11,467,False
n_ary,2_ops,034 + 302 =,336,154,False,0d775fcb,2,"[FINAL]  154

**Final Answer:**",11.587849324000217,10,467,False
n_ary,2_ops,457 + 067 =,524,1534,False,34675d15,2,"[FINAL]  1534

**Final Answer**",11.587849324000217,11,467,False
n_ary,2_ops,406 + 142 =,548,789,False,d08b114a,2,"[FINAL]  789

**Final Answer:**",11.587849324000217,10,467,False
n_ary,2_ops,288 + 286 =,574,567,False,017bca6a,2,"[FINAL]  567

**Final Answer:**",11.587849324000217,10,467,False
n_ary,2_ops,932 + 812 =,1744,1744,True,14ff855c,2,"[FINAL]  1744

**Final Answer**
",11.587849324000217,12,467,False
n_ary,2_ops,005 + 812 =,817,1027,False,fe24b5cf,2,"[FINAL]  1027

**Final Answer:**",11.587849324000217,11,467,False
n_ary,2_ops,442 + 480 =,922,1008,False,95bbac5e,2,"[FINAL]  1008

**Final Answer**",11.667652450999867,11,467,False
n_ary,2_ops,679 + 372 =,1051,1161,False,59ee5d58,2,"[FINAL]  1161

**Final Answer**",11.667652450999867,11,467,False
n_ary,2_ops,274 + 424 =,698,678,False,4ac2e314,2,"[FINAL]  678

**Final Answer:**",11.667652450999867,10,467,False
n_ary,2_ops,849 + 294 =,1143,1143,True,83ba62cc,2,"[FINAL]  1143

**Final Answer**",11.667652450999867,11,467,False
n_ary,2_ops,606 + 664 =,1270,1200,False,651d196b,2,"[FINAL]  1200

**Final Answer**
",11.667652450999867,12,467,False
n_ary,2_ops,434 + 313 =,747,768,False,c60d1439,2,"[FINAL]  768

**Final Answer**",11.667652450999867,10,467,False
n_ary,2_ops,687 + 052 =,739,1007,False,8267ec71,2,"[FINAL]  1007

**Final Answer:**",11.667652450999867,11,467,False
n_ary,2_ops,966 + 045 =,1011,1010,False,85a01a9a,2,"[FINAL]  1010

**Final Answer**",11.667652450999867,11,467,False
n_ary,2_ops,392 + 088 =,480,1208,False,09f01824,2,"[FINAL]  1208

**Final Answer**",11.550126479000028,11,467,False
n_ary,2_ops,671 + 077 =,748,1680,False,035f49a2,2,"[FINAL]  1680

**Final Answer**",11.550126479000028,11,467,False
n_ary,2_ops,506 + 741 =,1247,1359,False,eb3c82a3,2,"[FINAL]  1359

**Final Answer**
",11.550126479000028,12,467,False
n_ary,2_ops,726 + 794 =,1520,1540,False,967f49a4,2,"[FINAL]  1540

**Final Answer**
",11.550126479000028,12,467,False
n_ary,2_ops,456 + 216 =,672,900,False,2905adce,2,"[FINAL]  900

**Final Answer**
",11.550126479000028,11,467,False
n_ary,2_ops,401 + 125 =,526,566,False,40c2cae3,2,"[FINAL]  566

**Final Answer:**",11.550126479000028,10,467,False
n_ary,2_ops,696 + 783 =,1479,1479,True,6fa515ce,2,"[FINAL]  1479

**Final Answer**",11.550126479000028,11,467,False
n_ary,2_ops,899 + 054 =,953,1043,False,891c3807,2,"[FINAL]  1043

**Final Answer**",11.550126479000028,11,467,False
n_ary,2_ops,340 + 731 =,1071,1071,True,1013b3c1,2,"[FINAL]  1071

**Final Answer**",11.473618768000051,11,467,False
n_ary,2_ops,246 + 882 =,1128,1208,False,0c7042d7,2,"[FINAL]  1208

**Final Answer**",11.473618768000051,11,467,False
n_ary,2_ops,810 + 428 =,1238,1296,False,96ad2595,2,"[FINAL]  1296

**Final Answer**",11.473618768000051,11,467,False
n_ary,2_ops,725 + 169 =,894,1000,False,f63f9bc0,2,"[FINAL]  1000

**Final Answer**
",11.473618768000051,12,467,False
n_ary,2_ops,266 + 439 =,705,716,False,3eabd15e,2,"[FINAL]  716

**Final Answer:**",11.473618768000051,10,467,False
n_ary,2_ops,315 + 209 =,524,614,False,e4188021,2,"[FINAL]  614

**Final Answer**",11.473618768000051,10,467,False
n_ary,2_ops,600 + 189 =,789,999,False,99d7c822,2,"[FINAL]  999

**Final Answer**",11.473618768000051,10,467,False
n_ary,2_ops,216 + 117 =,333,387,False,899894e8,2,"[FINAL]  387

**Final Answer:**",11.473618768000051,10,467,False
n_ary,2_ops,216 + 107 =,323,383,False,78418abb,2,"[FINAL]  383

**Final Answer**",11.403475266999976,10,467,False
n_ary,2_ops,806 + 541 =,1347,1397,False,27b5f98b,2,"[FINAL]  1397

**Final Answer**",11.403475266999976,11,467,False
n_ary,2_ops,717 + 504 =,1221,1212,False,3230aa87,2,"[FINAL]  1212

**Final Answer**",11.403475266999976,11,467,False
n_ary,2_ops,558 + 418 =,976,1006,False,bc5d91e5,2,"[FINAL]  1006

**Final Answer**",11.403475266999976,11,467,False
n_ary,2_ops,899 + 319 =,1218,1218,True,0488f982,2,"[FINAL]  1218

**Final Answer**
",11.403475266999976,12,467,False
n_ary,2_ops,708 + 460 =,1168,1248,False,68305a61,2,"[FINAL]  1248

**Final Answer**",11.403475266999976,11,467,False
n_ary,2_ops,961 + 208 =,1169,1169,True,2a90bfed,2,"[FINAL]  1169

**Final Answer**",11.403475266999976,11,467,False
n_ary,2_ops,144 + 554 =,698,1098,False,ea7877da,2,"[FINAL]  1098

**Final Answer**",11.403475266999976,11,467,False
n_ary,2_ops,473 + 978 =,1451,433,False,5848c4d5,2,"[FINAL]  433 + 978 = 1415
",12.510752164000223,16,467,False
n_ary,2_ops,672 + 698 =,1370,ERROR,False,20e9caa6,2,"[FINAL] 

**Final Answer:**

\boxed{
",12.510752164000223,13,467,False
n_ary,2_ops,861 + 369 =,1230,ERROR,False,0d34d9bd,2,"[FINAL] 

**Final Answer:**

```
",12.510752164000223,10,467,False
n_ary,2_ops,156 + 558 =,714,ERROR,False,761b2926,2,"[FINAL] 

**Final Answer:**

```
",12.510752164000223,10,467,False
n_ary,4_ops,184 + 595 + 275 + 683 =,1737,1331,False,456d35a1,2,"[FINAL]  1331

**Final Answer**
",12.510752164000223,12,477,False
n_ary,4_ops,832 + 467 + 561 + 176 =,2036,1390,False,b86adbc9,2,"[FINAL]  1390

**Final Answer**",12.510752164000223,11,477,False
n_ary,4_ops,268 + 070 + 586 + 850 =,1774,1568,False,227c3ae9,2,"[FINAL]  1568

**Final Answer**",12.510752164000223,11,477,False
n_ary,4_ops,529 + 776 + 356 + 505 =,2166,1396,False,becc9470,2,"[FINAL]  1396

**Final Answer**",12.510752164000223,11,477,False
n_ary,4_ops,522 + 707 + 282 + 915 =,2426,1578,False,fe0e69da,2,"[FINAL]  1578

**Final Answer**",16.15667703300005,11,477,False
n_ary,4_ops,551 + 247 + 267 + 948 =,2013,1566,False,2b9a7aee,2,"[FINAL]  1566

**Final Answer**",16.15667703300005,11,477,False
n_ary,4_ops,897 + 620 + 888 + 949 =,3354,2345,False,71c513ad,2,"[FINAL]  2345

**Final Answer**",16.15667703300005,11,477,False
n_ary,4_ops,903 + 091 + 005 + 938 =,1937,1534,False,2ffef596,2,"[FINAL]  1534

**Final Answer**",16.15667703300005,11,477,False
n_ary,4_ops,227 + 223 + 782 + 522 =,1754,1099,False,e6af498b,2,"[FINAL]  1099

**Final Answer**",16.15667703300005,11,477,False
n_ary,4_ops,025 + 650 + 970 + 133 =,1778,1330,False,634bd5f3,2,"[FINAL]  1330

**Final Answer**
",16.15667703300005,12,477,False
n_ary,4_ops,762 + 238 + 507 + 774 =,2281,1560,False,08a0a634,2,"[FINAL]  1560

**Final Answer**",16.15667703300005,11,477,False
n_ary,4_ops,665 + 317 + 639 + 188 =,1809,1234567890123456789012345678901,False,e33068bc,2,[FINAL]  1234567890123456789012345678901,16.15667703300005,32,477,False
n_ary,4_ops,173 + 404 + 263 + 278 =,1118,1000,False,39834837,2,"[FINAL]  1000

**Final Answer**",11.819497841000157,11,477,False
n_ary,4_ops,075 + 449 + 203 + 106 =,833,1560,False,4f055fc0,2,"[FINAL]  1560

**Final Answer**",11.819497841000157,11,477,False
n_ary,4_ops,750 + 310 + 099 + 683 =,1842,1598,False,8af957a7,2,"[FINAL]  1598

**Final Answer**",11.819497841000157,11,477,False
n_ary,4_ops,920 + 888 + 007 + 783 =,2598,1560,False,99bbc968,2,"[FINAL]  1560

**Final Answer**",11.819497841000157,11,477,False
n_ary,4_ops,274 + 427 + 019 + 394 =,1114,1096,False,bc76262b,2,"[FINAL]  1096

**Final Answer**",11.819497841000157,11,477,False
n_ary,4_ops,187 + 905 + 447 + 205 =,1744,187010,False,5826c930,2,"[FINAL]  187010

**Final Answer**",11.819497841000157,13,477,False
n_ary,4_ops,839 + 520 + 799 + 146 =,2304,1399,False,3794b221,2,"[FINAL]  1399

**Final Answer**",11.819497841000157,11,477,False
n_ary,4_ops,504 + 151 + 548 + 862 =,2065,1510,False,557b8955,2,"[FINAL]  1510

**Final Answer**",11.819497841000157,11,477,False
n_ary,4_ops,213 + 297 + 033 + 821 =,1364,1059,False,4d128e6c,2,"[FINAL]  1059

**Final Answer**",16.278490188999967,11,477,False
n_ary,4_ops,736 + 185 + 418 + 171 =,1510,1098,False,0fef9f97,2,"[FINAL]  1098

**Final Answer**",16.278490188999967,11,477,False
n_ary,4_ops,943 + 242 + 396 + 947 =,2528,1234567890123456789012345678901,False,b5919694,2,[FINAL]  1234567890123456789012345678901,16.278490188999967,32,477,False
n_ary,4_ops,029 + 025 + 538 + 508 =,1100,1234567890123456789012345678901,False,d45b0029,2,[FINAL]  1234567890123456789012345678901,16.278490188999967,32,477,False
n_ary,4_ops,363 + 759 + 654 + 723 =,2499,1331,False,abe3ce72,2,"[FINAL]  1331

**Final Answer**",16.278490188999967,11,477,False
n_ary,4_ops,577 + 251 + 148 + 865 =,1841,1234567890123456789012345678901,False,ed6f81bf,2,[FINAL]  1234567890123456789012345678901,16.278490188999967,32,477,False
n_ary,4_ops,679 + 307 + 777 + 563 =,2326,1395,False,185f0fbe,2,"[FINAL]  1395

**Final Answer**",16.278490188999967,11,477,False
n_ary,4_ops,131 + 269 + 323 + 405 =,1128,1000,False,881dc375,2,"[FINAL]  1000

**Final Answer**",16.278490188999967,11,477,False
n_ary,4_ops,815 + 950 + 748 + 082 =,2595,1571,False,a7f5f70a,2,"[FINAL]  1571

**Final Answer**",16.354655423999702,11,477,False
n_ary,4_ops,517 + 405 + 644 + 573 =,2139,1234567890123456789012345678901,False,90b33b17,2,[FINAL]  1234567890123456789012345678901,16.354655423999702,32,477,False
n_ary,4_ops,242 + 286 + 515 + 512 =,1555,1089,False,013caeac,2,"[FINAL]  1089

**Final Answer**",16.354655423999702,11,477,False
n_ary,4_ops,582 + 855 + 183 + 102 =,1722,1560,False,9111d7a4,2,"[FINAL]  1560

**Final Answer**",16.354655423999702,11,477,False
n_ary,4_ops,400 + 245 + 299 + 950 =,1894,1294,False,60a8d0d6,2,"[FINAL]  1294

**Final Answer**",16.354655423999702,11,477,False
n_ary,4_ops,525 + 261 + 252 + 476 =,1514,1089,False,2eff1120,2,"[FINAL]  1089

**Final Answer**",16.354655423999702,11,477,False
n_ary,4_ops,407 + 189 + 903 + 422 =,1921,1000,False,a68c9fca,2,"[FINAL]  1000

**Final Answer**",16.354655423999702,11,477,False
n_ary,4_ops,125 + 797 + 097 + 474 =,1493,155017,False,2e402ab8,2,"[FINAL]  155017

**Final Answer**",16.354655423999702,13,477,False
n_ary,4_ops,480 + 881 + 340 + 380 =,2081,1270,False,1137b8ff,2,"[FINAL]  1270

**Final Answer**",16.33788621099984,11,477,False
n_ary,4_ops,314 + 601 + 417 + 872 =,2204,1590,False,352d6050,2,"[FINAL]  1590

**Final Answer**",16.33788621099984,11,477,False
n_ary,4_ops,282 + 050 + 945 + 122 =,1399,1005,False,e4d15310,2,"[FINAL]  1005

**Final Answer**",16.33788621099984,11,477,False
n_ary,4_ops,762 + 972 + 782 + 865 =,3381,1570,False,a4f2b44c,2,"[FINAL]  1570

**Final Answer**",16.33788621099984,11,477,False
n_ary,4_ops,814 + 940 + 281 + 552 =,2587,1395,False,3cfa239a,2,"[FINAL]  1395

**Final Answer**",16.33788621099984,11,477,False
n_ary,4_ops,150 + 032 + 646 + 349 =,1177,150,False,7b3034d5,2,[FINAL]  150 + 032 + 646 + 349 = 150 + 32 + 64,16.33788621099984,32,477,False
n_ary,4_ops,714 + 843 + 983 + 682 =,3222,1510,False,135b88fe,2,"[FINAL]  1510

**Final Answer**
",16.33788621099984,12,477,False
n_ary,4_ops,269 + 213 + 669 + 748 =,1899,1568,False,11ccc935,2,"[FINAL]  1568

**Final Answer**",16.33788621099984,11,477,False
n_ary,4_ops,039 + 580 + 690 + 383 =,1692,1234567890123456789012345678901,False,cd0e1498,2,[FINAL]  1234567890123456789012345678901,16.242541787999926,32,477,False
n_ary,4_ops,897 + 922 + 386 + 142 =,2347,1300,False,80e8e329,2,"[FINAL]  1300

**Final Answer**",16.242541787999926,11,477,False
n_ary,4_ops,872 + 789 + 675 + 578 =,2914,1395,False,9588b299,2,"[FINAL]  1395

**Final Answer**",16.242541787999926,11,477,False
n_ary,4_ops,895 + 469 + 458 + 301 =,2123,1398,False,b1d93d6f,2,"[FINAL]  1398

**Final Answer**",16.242541787999926,11,477,False
n_ary,4_ops,014 + 909 + 285 + 947 =,2155,1337,False,c705ed81,2,"[FINAL]  1337

**Final Answer**",16.242541787999926,11,477,False
n_ary,4_ops,610 + 134 + 872 + 805 =,2421,1234567890123456789012345678901,False,0a0afa38,2,[FINAL]  1234567890123456789012345678901,16.242541787999926,32,477,False
n_ary,4_ops,666 + 533 + 884 + 398 =,2481,1566,False,310b7271,2,"[FINAL]  1566

**Final Answer**",16.242541787999926,11,477,False
n_ary,4_ops,936 + 721 + 181 + 574 =,2412,1500,False,1dbdf9b2,2,"[FINAL]  1500

**Final Answer**",16.242541787999926,11,477,False
n_ary,4_ops,834 + 949 + 792 + 415 =,2990,1390,False,e70bd8be,2,"[FINAL]  1390

**Final Answer**",16.172622070000216,11,477,False
n_ary,4_ops,187 + 897 + 780 + 301 =,2165,1870187,False,c7f16c71,2,[FINAL]  1870187 + 897897 + 780780 + 301301,16.172622070000216,32,477,False
n_ary,4_ops,453 + 830 + 211 + 317 =,1811,1099,False,d06ff500,2,"[FINAL]  1099

**Final Answer**",16.172622070000216,11,477,False
n_ary,4_ops,610 + 501 + 618 + 430 =,2159,1299,False,733c5a3b,2,"[FINAL]  1299

**Final Answer**",16.172622070000216,11,477,False
n_ary,4_ops,953 + 473 + 135 + 708 =,2269,1350,False,0745bb5f,2,"[FINAL]  1350

**Final Answer**",16.172622070000216,11,477,False
n_ary,4_ops,413 + 639 + 762 + 174 =,1988,1378,False,f30a6e89,2,"[FINAL]  1378

**Final Answer**",16.172622070000216,11,477,False
n_ary,4_ops,581 + 615 + 289 + 388 =,1873,1578,False,e0c0dea6,2,"[FINAL]  1578

**Final Answer**",16.172622070000216,11,477,False
n_ary,4_ops,566 + 929 + 750 + 966 =,3211,2345,False,6ee38bfb,2,"[FINAL]  2345

**Final Answer**",16.172622070000216,11,477,False
n_ary,4_ops,760 + 364 + 920 + 058 =,2102,1234567890123456789012345678901,False,95fb48fd,2,[FINAL]  1234567890123456789012345678901,16.289715257000353,32,477,False
n_ary,4_ops,695 + 733 + 669 + 991 =,3088,2345,False,b3ab7f1a,2,"[FINAL]  2345

**Final Answer**",16.289715257000353,11,477,False
n_ary,4_ops,914 + 120 + 262 + 026 =,1322,1098,False,e9aed7e5,2,"[FINAL]  1098

**Final Answer**",16.289715257000353,11,477,False
n_ary,4_ops,823 + 437 + 937 + 747 =,2944,1330133013301330133013301330133,False,39b72a63,2,[FINAL]  1330133013301330133013301330133,16.289715257000353,32,477,False
n_ary,4_ops,212 + 819 + 584 + 128 =,1743,1520,False,7cf04640,2,"[FINAL]  1520

**Final Answer**",16.289715257000353,11,477,False
n_ary,4_ops,406 + 915 + 294 + 622 =,2237,1270,False,c41768ef,2,"[FINAL]  1270

**Final Answer**",16.289715257000353,11,477,False
n_ary,4_ops,444 + 132 + 751 + 056 =,1383,1008,False,dce55765,2,"[FINAL]  1008

**Final Answer**",16.289715257000353,11,477,False
n_ary,4_ops,950 + 372 + 962 + 570 =,2854,1560,False,2d3cf56c,2,"[FINAL]  1560

**Final Answer**",16.289715257000353,11,477,False
n_ary,4_ops,053 + 944 + 474 + 344 =,1815,1064,False,0794f772,2,"[FINAL]  1064

**Final Answer**",11.66898730999992,11,477,False
n_ary,4_ops,894 + 951 + 452 + 391 =,2688,1398,False,9655bb02,2,"[FINAL]  1398

**Final Answer**",11.66898730999992,11,477,False
n_ary,4_ops,840 + 044 + 839 + 810 =,2533,1699,False,fe5f4aaf,2,"[FINAL]  1699

**Final Answer**",11.66898730999992,11,477,False
n_ary,4_ops,913 + 899 + 910 + 883 =,3605,2021,False,2e409b08,2,"[FINAL]  2021

**Final Answer**
",11.66898730999992,12,477,False
n_ary,4_ops,352 + 538 + 595 + 718 =,2203,1331,False,4959a837,2,"[FINAL]  1331

**Final Answer**
",11.66898730999992,12,477,False
n_ary,4_ops,746 + 531 + 217 + 864 =,2358,1503,False,b6b201da,2,"[FINAL]  1503

**Final Answer**",11.66898730999992,11,477,False
n_ary,4_ops,063 + 210 + 842 + 571 =,1686,1578,False,5c6a65a7,2,"[FINAL]  1578

**Final Answer**",11.66898730999992,11,477,False
n_ary,4_ops,020 + 880 + 325 + 811 =,2036,1096,False,57426d6d,2,"[FINAL]  1096

**Final Answer**",11.66898730999992,11,477,False
n_ary,4_ops,820 + 359 + 559 + 486 =,2224,1275,False,e7a654fe,2,"[FINAL]  1275

**Final Answer**",16.320770979999907,11,477,False
n_ary,4_ops,493 + 726 + 704 + 360 =,2283,1296,False,54393722,2,"[FINAL]  1296

**Final Answer**",16.320770979999907,11,477,False
n_ary,4_ops,083 + 491 + 996 + 139 =,1709,1390,False,60025f84,2,"[FINAL]  1390

**Final Answer**
",16.320770979999907,12,477,False
n_ary,4_ops,667 + 258 + 771 + 102 =,1798,1390,False,e8dda190,2,"[FINAL]  1390

**Final Answer**",16.320770979999907,11,477,False
n_ary,4_ops,867 + 533 + 853 + 282 =,2535,1234567890123456789012345678901,False,eacffb15,2,[FINAL]  1234567890123456789012345678901,16.320770979999907,32,477,False
n_ary,4_ops,415 + 442 + 861 + 890 =,2608,1331,False,38e19b78,2,"[FINAL]  1331

**Final Answer**",16.320770979999907,11,477,False
n_ary,4_ops,744 + 304 + 241 + 240 =,1529,1089,False,962a8d06,2,"[FINAL]  1089

**Final Answer**",16.320770979999907,11,477,False
n_ary,4_ops,340 + 420 + 095 + 116 =,971,1005,False,3554082f,2,"[FINAL]  1005

**Final Answer**",16.320770979999907,11,477,False
n_ary,4_ops,465 + 604 + 208 + 750 =,2027,1303,False,f7190336,2,"[FINAL]  1303

**Final Answer**",14.828031099999862,11,477,False
n_ary,4_ops,919 + 608 + 368 + 849 =,2744,1536,False,de39ad2e,2,"[FINAL]  1536

**Final Answer**",14.828031099999862,11,477,False
n_ary,4_ops,360 + 970 + 877 + 226 =,2433,1563,False,0131cf90,2,"[FINAL]  1563

**Final Answer**",14.828031099999862,11,477,False
n_ary,4_ops,297 + 169 + 082 + 222 =,770,1690,False,532c37e1,2,"[FINAL]  1690

**Final Answer**
",14.828031099999862,12,477,False
n_ary,4_ops,071 + 700 + 328 + 366 =,1465,1065,False,81d9f837,2,"[FINAL]  1065

**Final Answer**",14.828031099999862,11,477,False
n_ary,4_ops,157 + 269 + 047 + 485 =,958,157,False,2b7f4b36,2,[FINAL]  157 + 269 + 47 + 455 = 1308,14.828031099999862,24,477,False
n_ary,4_ops,160 + 885 + 445 + 713 =,2203,160,False,16ccc533,2,[FINAL]  160 + 855 + 455 + 733 = 2003,14.828031099999862,25,477,False
n_ary,4_ops,092 + 109 + 480 + 687 =,1368,1560,False,87cebe0e,2,"[FINAL]  1560

**Final Answer**",14.828031099999862,11,477,False
n_ary,4_ops,046 + 466 + 956 + 054 =,1522,1210,False,8dfd590d,2,"[FINAL]  1210

**Final Answer**
",16.239482690000386,12,477,False
